Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng,# Times In,Total Time In Area
LNG Jurojin,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,11185852,Live,Bahamas,41022,"LNG VLGC, 100'-200'cbm",86121,Double Hull,C6CA7,136739,2299,288.00,275.00,-,48.94,12.53,13.47,Unknown Engine Designer,Nassau,-,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,LNG Jurojin Shipping Corporation,Japan,-,-,-,-,9666998,311000420,26.00,2015,-,-,-,-,Mitsubishi Heavy Industries Limited Shipbuilding,26000,34867,9L50DF,"Britannia Steam Ship Insurance Association Ltd., The",Nippon Kaiji Kyokai,-,-,2021-02-28T00:00:00,-,2021-02-28T00:00:00,-,2030-11-29T00:00:00,2030-11-29T00:00:00,MOL LNG Transport Company Limited,Japan,MOL LNG Transport Company Limited,Japan,JP ISI,-,A,03 Jun 2026 11:56:44 GMT,12 Jun 2026 00:01:00 GMT,Mitsui O.S.K. Lines Limited (MOL),Japan,"24° 32' 8"" N","137° 0' 8"" E",1,"1 day, 5 hours"
Seishu Maru,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,11230098,Live,Bahamas,41022,"LNG VLGC, 100'-200'cbm",86414,Double Hull,C6BH2,136740,2297,288.00,275.00,48.96,48.94,12.50,13.50,Mitsubishi Heavy Industries Limited,Nassau,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Trans Pacific Shipping 1 Limited,Bahamas,-,-,-,-,9666558,311000261,26.00,2014,-,Alfa Laval Aalborg A/S,Unknown,Unknown,-,-,-,MR36-II,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2024-08-02T00:00:00,-,2024-08-17T00:00:00,-,2029-09-29T00:00:00,2029-09-29T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,AU ASB,-,A,03 Jun 2026 12:10:24 GMT,02 Jun 2026 07:00:00 GMT,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,"21° 40' 35"" S","115° 0' 26"" E",2,"1 month, 13 days"
Esshu Maru,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,11230328,Live,Bahamas,41022,"LNG VLGC, 100'-200'cbm",86455,Double Hull,C6BJ9,136740,2298,288.00,275.00,-,48.94,12.50,14.45,Mitsubishi Heavy Industries Limited,Nassau,-,Yamamaru Kisen KK (Yamamaru Kisen Company Limited),Japan,Central Marine Company Limited,Japan,Ocean Transit Carrier S.A.,Panama,-,-,-,-,9666560,311000285,26.00,2014,-,Alfa Laval Aalborg A/S,Unknown,Unknown,-,-,-,MS36-2A,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2024-09-06T00:00:00,-,2024-09-30T00:00:00,-,2029-12-25T00:00:00,2029-12-25T00:00:00,MOL LNG Transport Company Limited,Japan,MOL LNG Transport Company Limited,Japan,AU ASB,Ashburton,A,03 Jun 2026 12:08:11 GMT,09 Jun 2026 07:00:00 GMT,Central Marine Company Limited,Japan,"11° 39' 60"" S","121° 40' 29"" E",1,"1 day, 5 hours"
Asia Integrity,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,11595890,Live,Bahamas,32639,"LNG VLGC, 100'-200'cbm",82637,Double Hull,C6BC8,101427,2069,285.00,274.00,-,43.40,11.50,14.90,Wartsila Corporation,Nassau,-,Chevron Corporation,United States of America,Chevron Transport Corporation Limited,United States of America,Chevron Transport Corporation Limited,United States of America,-,-,-,-,9680188,311000227,26.40,2017,-,-,-,-,-,21195,28422,6L50DF,NorthStandard,American Bureau,-,-,2019-05-13T00:00:00,-,-,-,2027-02-19T00:00:00,2027-02-19T00:00:00,Chevron Transport Corporation Limited,United States of America,Chevron Transport Corporation Limited,United States of America,"ISHIKARI,JAPAN",Ishikariwan Shinko,A,03 Jun 2026 12:03:31 GMT,07 Jun 2026 00:00:00 GMT,Chevron Transport Corporation Limited,United States of America,"26° 22' 35"" N","126° 20' 49"" E",2,—
Amadi,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,11696711,Live,Brunei,34068,"LNG VLGC, 100'-200'cbm",85466,Double Hull,V8V3147,102585,2607,288.00,275.80,-,44.20,12.50,13.50,Wartsila Corporation,Muara,-,Brunei Gas Carriers Sendirian Berhad (BGC),Brunei Darussalam,Brunei Gas Carriers Sendirian Berhad (BGC),Brunei Darussalam,BGC Four NBD Sendirian Berhad,Brunei Darussalam,-,-,-,-,9682552,508111182,26.00,2015,-,-,-,-,Wartsila Corporation,5850,7950,6L50DF,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2025-05-09T00:00:00,-,2025-05-16T00:00:00,-,2030-07-12T00:00:00,2030-07-12T00:00:00,Brunei Gas Carriers Sendirian Berhad (BGC),Brunei Darussalam,Brunei Gas Carriers Sendirian Berhad (BGC),Brunei Darussalam,BN LUM,-,A,03 Jun 2026 12:04:08 GMT,02 Jun 2026 23:30:00 GMT,Brunei Gas Carriers Sendirian Berhad (BGC),Brunei Darussalam,"4° 45' 57"" N","114° 26' 36"" E",6,"7 days, 6 hours"
Maran Gas Agamemnon,Liquefied Natural Gas Carrier,Samho,HD Hyundai Samho Company Limited,11696715,Live,Greece,37136,"LNG VLGC, 100'-200'cbm",92762,Double Hull,SVCH6,113502,S690,290.00,284.00,-,46.40,11.60,14.40,Wartsila Corporation,Piraeus,-,Angelicoussis Shipping Group Limited,Greece,Maran Gas Maritime Incorporated,Greece,Doris Navigation Incorporated,Liberia,-,-,-,-,9682590,241405000,26.00,2016,-,-,-,-,-,-,-,12V50DF,Assuranceforeningen Gard,American Bureau,-,-,2019-03-16T00:00:00,-,-,-,2026-08-09T00:00:00,2026-08-09T00:00:00,Maran Gas Maritime Incorporated,Greece,Maran Gas Maritime Incorporated,Greece,-,-,A,03 Jun 2026 12:09:01 GMT,-,Maran Gas Maritime Incorporated,Greece,"4° 30' 57"" S","11° 31' 33"" E",1,"1 day, 4 hours"
Gaslog Greece,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,11803733,Live,Bermuda,34930,"LNG VLGC, 100'-200'cbm",94400,Double Hull,ZCER6,112764,2072,291.08,279.00,-,45.80,11.50,14.70,Wartsila Corporation,Hamilton,-,GasLog Limited,Greece,GasLog Limited,Greece,Gas-Eleven Limited,Bermuda,Methane Services Limited,United Kingdom,-,-,9687019,310732000,26.20,2016,-,-,-,-,-,-,-,8L50DF,"Britannia Steam Ship Insurance Association Ltd., The",American Bureau,-,-,2018-08-11T00:00:00,-,-,-,2026-06-28T00:00:00,2026-06-28T00:00:00,Gaslog LNG Services Limited,Greece,Gaslog LNG Services Limited,Greece,OPEN SEA FOR ORDERS,-,A,03 Jun 2026 12:01:57 GMT,07 Jun 2026 13:55:00 GMT,GasLog Limited,Greece,"0° 30' 11"" S","108° 20' 37"" E",2,"2 days, 12 hours"
Bishu Maru,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,11861566,Live,Panama,38127,"LNG VLGC, 100'-200'cbm",83752,Double Hull,3FSS4,127088,1713,293.00,280.00,-,48.90,12.22,14.78,Kawasaki Heavy Industries Limited (Tokyo),Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Trans Pacific Shipping 3 S.A.,Panama,Chubu Electric Power Company Incorporated,Japan,-,-,9691137,374216000,27.00,2017,-,-,-,-,Kawasaki Heavy Industries Limited (Tokyo),26800,35939,URA450,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2021-04-16T00:00:00,-,-,-,2027-12-25T00:00:00,2027-12-25T00:00:00,K Marine Ship Management Private Limited,Republic of Singapore,K Marine Ship Management Private Limited,Republic of Singapore,OM_QAL,Qalhat,A,03 Jun 2026 12:02:19 GMT,19 Jun 2026 02:00:00 GMT,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,"17° 36' 43"" N","118° 13' 6"" E",1,"4 days, 6 hours"
Oceanic Breeze,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,11958065,Live,Marshall Islands,41069,"LNG VLGC, 100'-200'cbm",79883,Double Hull,V7OT3,136894,2310,288.00,275.00,-,48.94,11.98,14.02,Mitsubishi Heavy Industries Limited,Majuro,-,Kawasaki Kisen Kaisha Limited ('K' Line) (70.0%) & INPEX Shipping Company Limited (30.0%),Japan,Kawasaki Kisen Kaisha Limited ('K' Line) (70.0%) & INPEX Shipping Company Limited (30.0%),Japan,Oceanic Breeze LNG Transport S.A.,Panama,INPEX Shipping Company Limited,Japan,-,-,9698111,538007671,26.00,2018,-,-,-,-,Mitsubishi Heavy Industries Limited,8464,11350,MS36-2A,Japan Shipowners Mutual Protection & Indemnity Association,Lloyds Register,-,-,2025-08-24T00:00:00,-,2023-05-25T00:00:00,-,2028-04-26T00:00:00,2028-04-26T00:00:00,K Marine Ship Management Private Limited,Republic of Singapore,K Marine Ship Management Private Limited,Republic of Singapore,JP NAO,Naoetsu,A,03 Jun 2026 12:08:35 GMT,10 Jun 2026 00:01:00 GMT,Kawasaki Kisen Kaisha Limited ('K' Line) (70.0%) & INPEX Shipping Company Limited (30.0%),Japan,"10° 1' 57"" N","127° 23' 34"" E",2,"2 days, 11 hours"
Kakuyu Maru,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Shipbuilding Corporation,11969612,Live,Japan,-,"LNG, -100'cbm",1865,Double Hull,7JPT,3031,1706,88.80,82.56,-,15.30,4.31,2.89,Wartsila Corporation,Tokyo,-,Tsurumi Sunmarine Company Limited (Tsurumi Sunmarine KK),Japan,Tsurumi Sunmarine Company Limited (Tsurumi Sunmarine KK),Japan,Tsurumi Sunmarine Company Limited (Tsurumi Sunmarine KK),Japan,-,-,-,-,9675200,431004914,7.20,2013,-,-,-,-,The Hanshin Diesel Works Limited,2059,2800,LH38L,-,Nippon Kaiji Kyokai,-,-,2020-09-17T00:00:00,-,2018-09-14T00:00:00,-,2028-10-28T00:00:00,2028-10-28T00:00:00,-,-,Tsurumi Sunmarine Company Limited (Tsurumi Sunmarine KK),Japan,>JP ISW OFF,-,A,03 Jun 2026 12:10:55 GMT,02 Jun 2026 14:30:00 GMT,Tsurumi Sunmarine Company Limited (Tsurumi Sunmarine KK),Japan,"43° 14' 36"" N","141° 15' 22"" E",7,"1 month, 1 day"
Macoma,Liquefied Natural Gas Carrier,South Korea,Hanwha Ocean Company Limited,12077914,Live,Bahamas,33979,"LNG VLGC, 100'-200'cbm",95134,Double Hull,C6CH4,113263,2417,294.90,282.90,-,46.40,12.50,14.00,MAN Diesel AS,Nassau,-,Mizuho Financial Group,Japan,Mizuho Leasing Company Limited,Japan,Aries Line Shipping S.A.,Panama,Shell International Trading & Shipping Company Limited (STASCO),United Kingdom,-,-,9705653,311000472,26.50,2017,-,-,-,-,-,-,-,5G70ME-GI,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,DNV,-,-,-,-,-,-,2026-08-19T00:00:00,2026-08-19T00:00:00,Shell International Trading & Shipping Company Limited (STASCO),United Kingdom,Shell International Trading & Shipping Company Limited (STASCO),United Kingdom,FOR ORDERS,-,A,03 Jun 2026 12:08:21 GMT,20 Jun 2026 22:00:00 GMT,Mizuho Leasing Company Limited,Japan,"33° 50' 49"" S","15° 58' 57"" E",1,"1 day, 8 hours"
Flex Ranger,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,12117136,Live,Marshall Islands,34860,"LNG VLGC, 100'-200'cbm",88684,Double Hull,V7XI9,115174,2107,293.00,285.00,-,45.80,11.50,14.70,MAN Diesel AS,Majuro,-,Flex LNG Limited,British Virgin Islands,Flex LNG Limited,British Virgin Islands,Flex LNG Ranger Limited,Marshall Islands,Cheniere Energy Incorporated,United States of America,-,-,9709025,538007621,26.20,2018,-,-,-,-,-,12222,16390,5G70ME-C9.5-GI,Assuranceforeningen Gard,American Bureau,-,-,-,-,-,-,2028-06-21T00:00:00,2028-06-21T00:00:00,Flex LNG Fleet Management AS,Norway,Flex LNG Fleet Management AS,Norway,OPEN SEA FOR ORDERS,-,A,03 Jun 2026 12:08:33 GMT,04 Jun 2026 00:01:00 GMT,Flex LNG Limited,British Virgin Islands,"25° 56' 30"" N","92° 42' 5"" W",2,"2 days, 17 hours"
Maran Gas Ulysses,Liquefied Natural Gas Carrier,Samho,HD Hyundai Samho Company Limited,12117347,Live,Greece,37136,"LNG VLGC, 100'-200'cbm",81514,Double Hull,SVCH7,113502,S735,290.01,284.00,-,46.40,12.63,13.77,Wartsila Corporation,Piraeus,-,Angelicoussis Shipping Group Limited,Greece,Maran Gas Maritime Incorporated,Greece,Ariel Sails Navigaton S.A.,Liberia,Shell International Trading & Shipping Company Limited (STASCO),United Kingdom,-,-,9709491,241404000,26.40,2017,-,-,-,-,-,21195,28422,12V50DF,Assuranceforeningen Gard,DN (provisional), (provisional), (provisional),-,-,-,-,-,-,Maran Gas Maritime Incorporated,Greece,Maran Gas Maritime Incorporated,Greece,FOR ORDERS,-,A,03 Jun 2026 11:11:03 GMT,12 Jun 2026 00:01:00 GMT,Maran Gas Maritime Incorporated,Greece,"3° 51' 19"" N","30° 39' 14"" W",1,"1 day, 7 hours"
Seri Camar,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,12203984,Live,Malaysia,40184,"LNG VLGC, 100'-200'cbm",84311,Double Hull,9MWT8,133948,2732,290.00,277.00,-,48.90,11.50,11.85,Mitsubishi Heavy Industries Limited,Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Seri Camar (L) Private Limited,Malaysia,Petronas Trading Corporation Sendirian Berhad (PETCO),Malaysia,-,-,9714305,533130687,23.35,2016,-,-,-,-,Mitsubishi Heavy Industries Limited,21195,28422,MR36-II,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,2019-12-05T00:00:00,-,-,-,2028-02-27T00:00:00,2028-02-27T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,KR ULS,Ulsan,A,03 Jun 2026 12:01:56 GMT,19 Jun 2026 23:00:00 GMT,MISC Berhad,Malaysia,"17° 21' 56"" N","119° 31' 8"" E",1,"1 day, 6 hours"
Seri Camellia,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,12204008,Live,Malaysia,40083,"LNG VLGC, 100'-200'cbm",84333,Double Hull,9MVR8,133948,2729,290.00,284.00,-,46.40,12.52,10.83,Mitsubishi Heavy Industries Limited,Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Seri Camellia (L) Private Limited,Malaysia,Petronas Trading Corporation Sendirian Berhad (PETCO),Malaysia,-,-,9714276,533130463,23.35,2016,-,Alfa Laval Aalborg A/S,Unknown,Unknown,-,-,-,MR36-II,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,LR (provisional), (provisional), (provisional),2024-01-15T00:00:00,-,2021-09-25T00:00:00,-,2026-09-29T00:00:00,2026-09-29T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,MY BKI,"Kota Kinabalu, Sabah",A,03 Jun 2026 10:35:38 GMT,04 Jun 2026 08:00:00 GMT,MISC Berhad,Malaysia,"8° 11' 33"" N","119° 7' 15"" E",2,"2 days, 13 hours"
Seri Cempaka,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,12204009,Live,Malaysia,40184,"LNG VLGC, 100'-200'cbm",84311,Double Hull,9MWM8,133948,2731,290.00,277.00,-,48.90,11.50,11.85,Mitsubishi Heavy Industries Limited,Port Klang,-,MISC Berhad,Malaysia,MISC Berhad,Malaysia,Seri Cempaka (L) Private Limited,Malaysia,Petronas Trading Corporation Sendirian Berhad (PETCO),Malaysia,-,-,9714290,533130607,23.35,2015,-,-,-,-,-,21195,28422,MR36-II,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,2019-09-12T00:00:00,-,2017-07-26T00:00:00,-,2027-07-26T00:00:00,2027-07-26T00:00:00,MISC Shipmanagement (L) Private Limited,Malaysia,MISC Shipmanagement (L) Private Limited,Malaysia,SGSIN,Singapore,A,03 Jun 2026 12:03:27 GMT,13 Jun 2026 22:00:00 GMT,MISC Berhad,Malaysia,"3° 27' 36"" N","112° 57' 27"" E",5,"4 days, 3 hours"
Prachi,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,12237207,Live,Singapore,35825,"LNG VLGC, 100'-200'cbm",90328,Double Hull,9V5076,112791,2633,294.97,289.00,-,45.60,12.50,14.00,Wartsila Corporation,Singapore,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,India LNG Transport Company No.4 Private Limited,Republic of Singapore,Petronet LNG Limited,India,-,-,9723801,563178000,26.50,2015,-,-,-,-,-,11270,15113,9L50DF,Assuranceforeningen Gard,Bureau Veritas,-,-,2024-05-21T00:00:00,2024-05-21T00:00:00,2023-11-01T00:00:00,2021-07-08T00:00:00,2026-11-29T00:00:00,2026-11-29T00:00:00,The Shipping Corporation of India Limited (SCI),India,The Shipping Corporation of India Limited (SCI),India,CNWZO,Wenzhou Port,A,03 Jun 2026 12:03:56 GMT,05 Jun 2026 01:30:00 GMT,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,"21° 38' 10"" N","122° 6' 37"" E",1,"1 day, 5 hours"
Maran Gas Olympias,Liquefied Natural Gas Carrier,South Korea,Hanwha Ocean Company Limited,12239431,Live,Greece,36562,"LNG VLGC, 100'-200'cbm",95194,Double Hull,SVCL4,113037,2415,294.90,282.90,-,46.40,12.90,13.60,Wartsila Corporation,Piraeus,-,Angelicoussis Shipping Group Limited,Greece,Maran Gas Maritime Incorporated,Greece,Cygnus Enterprises Incorporated,Greece,Shell International Trading & Shipping Company Limited (STASCO),United Kingdom,-,-,9732371,241452000,26.50,2017,-,Hamworthy Moss AS,Unknown,Unknown,Wartsila Corporation,-,-,12V50DF,Assuranceforeningen Gard,Lloyds Register,-,-,2024-08-19T00:00:00,-,2022-07-16T00:00:00,-,2027-02-09T00:00:00,2027-02-09T00:00:00,Maran Gas Maritime Incorporated,Greece,Maran Gas Maritime Incorporated,Greece,FOR ORDERS,-,A,03 Jun 2026 11:48:27 GMT,12 Jun 2026 10:00:00 GMT,Maran Gas Maritime Incorporated,Greece,"3° 34' 26"" N","140° 28' 54"" E",2,"2 days, 19 hours"
Energy Liberty,Liquefied Natural Gas Carrier,Tsu,Japan Marine United Corporation (JMU),12243549,Live,Japan,36594,"LNG VLGC, 100'-200'cbm",88676,Double Hull,7JXP,121982,5070,299.90,292.00,-,48.90,12.32,10.58,Unknown Engine Designer,Tokyo,-,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Tokyo LNG Tanker Company Limited And Mitsui OSK Lines Limited (MOL),Japan,Tokyo Gas Company Limited,Japan,-,-,9736092,431540000,22.90,2018,-,-,-,-,ABB OY,12600,16897,9L50DF,Japan Shipowners Mutual Protection & Indemnity Association,NK (provisional), (provisional), (provisional),-,-,2018-10-03T00:00:00,-,2028-10-02T00:00:00,2028-10-02T00:00:00,MOL Global Ship Management Private Limited,Republic of Singapore,MOL Global Ship Management Private Limited,Republic of Singapore,RU PGN,Prigorodnoye,A,03 Jun 2026 12:10:12 GMT,03 Jun 2026 21:00:00 GMT,Mitsui O.S.K. Lines Limited (MOL),Japan,"46° 32' 41"" N","142° 51' 11"" E",2,"8 days, 15 hours"
Kamitaka Maru,Liquefied Petroleum Gas Carrier,Kure,Kegoya Dock K.K.,12246075,Live,Japan,-,Unknown size,966,Double Hull,JD3694,749,1154,67.90,-,12.00,11.50,4.07,0.73,Akasaka Diesels Limited,Ube,-,Matsuda Kaiun K.K.,Japan,Matsuda Kaiun K.K.,Japan,Matsuda Kaiun K.K.,Japan,-,-,-,-,9699402,431005439,4.80,2014,-,-,-,-,Akasaka Diesels Limited,1323,1800,AX31,-,Nippon Kaiji Kyokai,-,-,2019-05-16T00:00:00,-,2019-05-16T00:00:00,-,2029-06-05T00:00:00,2029-06-05T00:00:00,Fukusho Kisen K.K.,Japan,Fukusho Kisen K.K.,Japan,JP IKA OFF,-,A,03 Jun 2026 11:59:21 GMT,02 Jun 2026 11:00:00 GMT,Matsuda Kaiun K.K.,Japan,"34° 27' 38"" N","134° 13' 10"" E",27,"17 days, 17 hours"
Pacific Mimosa,Liquefied Natural Gas Carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,12252337,Live,Japan,41014,"LNG VLGC, 100'-200'cbm",86497,Double Hull,7JYN,136716,2316,288.00,275.00,-,48.94,12.53,13.47,Mitsubishi Heavy Industries Limited,Tokyo,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Tokyo Electric Power Company Limited & Kyushu Electric Power Company Limited,Japan,-,-,9743875,431778000,26.00,2018,-,-,-,-,Mitsubishi Heavy Industries Limited,25000,33526,MS36-2A,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,NK (provisional), (provisional), (provisional),2018-03-27T00:00:00,-,2018-03-27T00:00:00,-,2028-03-26T00:00:00,2028-03-26T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,AU BWB,-,A,03 Jun 2026 11:20:18 GMT,02 Jun 2026 23:40:00 GMT,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,"20° 48' 48"" S","115° 29' 27"" E",8,"10 days, 10 hours"
Pan Africa,Liquefied Natural Gas Carrier,China,Hudong-Zhonghua Shipbuilding (Group) Company Limited,12259849,Live,"Hong Kong, S.A.R., China",34498,"LNG VLGC, 100'-200'cbm",88437,Double Hull,VRQC5,114996,H1666A,290.10,284.00,-,46.95,11.50,14.75,MAN Diesel AS,Hong Kong,-,Stonepeak Infrastructure Partners (Stonepeak Partners LP),United States of America,Seapeak LLC,Marshall Islands,Pan Africa LNG Transportation Company Limited,"Hong Kong, S.A.R., China",Methane Services Limited,United Kingdom,-,-,9750256,477168300,26.25,2019,-,-,-,-,-,8169,10955,12V51/60DF,NorthStandard,American Bureau,China Classification,-,-,-,-,-,2029-01-07T00:00:00,2029-01-07T00:00:00,Seapeak Maritime (Glasgow) Limited,United Kingdom,Seapeak Maritime (Glasgow) Limited,United Kingdom,FOR ORDERS,-,A,03 Jun 2026 12:03:51 GMT,14 Jun 2026 12:00:00 GMT,Seapeak LLC,Marshall Islands,"42° 26' 13"" N","149° 34' 43"" E",1,"1 day, 10 hours"
Enshu Maru,Liquefied Natural Gas Carrier,Japan,Kawasaki Shipbuilding Corporation,12262699,Live,Panama,38127,"LNG VLGC, 100'-200'cbm",83708,Double Hull,3EBR5,127088,1720,293.00,286.50,-,48.90,12.22,10.67,Kawasaki Heavy Industries Limited (Tokyo),Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Trans Pacific Shipping 4 S.A.,Panama,-,-,-,-,9749609,357121000,22.89,2018,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,26800,35939,URA450,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,-,-,-,-,2028-08-30T00:00:00,2028-08-30T00:00:00,K Marine Ship Management Private Limited,Republic of Singapore,K Marine Ship Management Private Limited,Republic of Singapore,JPKZU,Kisarazu,A,03 Jun 2026 11:55:50 GMT,01 Jun 2026 21:00:00 GMT,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,"32° 12' 45"" N","139° 9' 9"" E",6,"7 days, 7 hours"
