LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
roll on roll off with container capacity,246700,Iris of Sea,Dead,Palau,2650,1992,5'-10'dwt,7740,Single,—,6530,380,K Shipbuilding Company Limited,Busan,108.90,99.90,18.20,18.20,13.20,7.49,0.72,The Hanshin Diesel Works Limited,The Hanshin Diesel Works Limited,Sea Gate M.,—,—,240,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9054937,—,2983,4000,6EL44
roll on roll off with container capacity,246740,Commodore,Dead,Malta,4759,1992,10'-15'dwt,12290,Double Bottom,—,15863,844,Severney Verf Shipbuilding (Northern Shipyard),St. Petersburg,157.84,143.52,23.80,23.80,9.85,8.26,1.01,Bryansk Engineering Work,B&W Diesel A/S,Indian Breakers,—,Valletta,97,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9055761,—,4015,5384,6L45GFCA
Roll On Roll Off,246763,Svanoy,Live,Canada,844,1992,-5'dwt,635,Single,CZA4197,2631,393,Johan Drage AS,Rognan,83.30,70.80,15.00,15.00,5.00,3.90,1.10,Wartsila Norway AS,Wartsila Norway AS,Canship Ugland Limited & Fjord 1 ASA,Norway,St. John's,—,Canship Ugland Limited & Fjord 1 ASA,Norway,Canship Ugland Limited & Fjord 1 ASA,Norway,Can Fjord Ferries Limited,Canada,Canship Ugland Limited,Canada,—,—,—,—,Canship Ugland Limited,Canada,—,—,—,—,9035163,316048583,2431,3260,8V28B
Roll On Roll Off,247025,Marine 1,Dead,Togo,—,1992,5'-10'dwt,5260,Single,—,8308,1191,Mitsubishi Heavy Industries Limited Shipbuilding,Kobe,156.00,146.00,26.10,26.10,17.70,6.52,14.38,Mitsubishi Heavy Industries Limited,MAN Energy Solutions SE,Bangladesh Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9039559,—,10297,11896,14V52/55B
roll on roll off with container capacity,247061,Setubal Express,Dead,Sierra Leone,5077,1992,10'-15'dwt,13399,Double Bottom,—,16925,401,Baltiyskiy Sudostroitelnyy Zavod (Baltic Shipbuilding & Engineering Works),St. Petersburg,169.40,151.60,23.80,23.80,16.90,8.79,8.11,Bryansk Engineering Work,B&W Diesel A/S,Malta M.,—,Freetown,872,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,8858788,—,4927,6607,6DKRN42/136
Roll On Roll Off,247174,Hjelmeland,Live,Norway,354,1992,-5'dwt,575,Single,LGCH,1183,72,Tronderverftet A/S,Hommelvik,84.70,—,15.00,15.00,4.80,3.40,1.40,General Motors Corporation,Detroit Diesel Corporation,Norled AS,Norway,Stavanger,—,Nanoq Newco AS,Norway,Norled AS,Norway,Norled AS,Norway,Norled AS,Norway,—,—,—,—,Norled AS,Norway,—,—,—,—,9055747,257282400,400,537,12V-92-TA
Roll On Roll Off,247304,Zadar,Live,Croatia,2846,1993,-5'dwt,2157,Single,9A9766,9487,1543,Hijos de J. Barreras S.A.,Vigo,116.00,102.50,18.90,18.90,7.15,5.15,2.00,Empresa Nacional Bazan De Construcciones Naval,MAN Energy Solutions SE,Jadrolinija Rijeka,Republic of Croatia,Rijeka,—,Jadrolinija Rijeka,Republic of Croatia,Jadrolinija Rijeka,Republic of Croatia,Jadrolinija Rijeka,Republic of Croatia,Jadrolinija Rijeka,Republic of Croatia,—,—,—,—,Jadrolinija Rijeka,Republic of Croatia,—,—,—,—,9021485,238201000,3500,4760,8L40/54
Roll On Roll Off,247366,Maria Carmela,Live,Philippines,335,1983,Unknown size,—,Single,DUE2126,680,85,Fujiwara Zoshensho Shipbuilding,Omishima,54.00,—,13.50,—,6.30,2.60,3.70,—,Unknown Engine Designer,Montenegro Shipping Lines Incorporated,Philippines,—,—,Montenegro Shipping Lines Incorporated,Philippines,Montenegro Shipping Lines Incorporated,Philippines,Montenegro Shipping Lines Incorporated,Philippines,Montenegro Shipping Lines Incorporated,Philippines,—,—,—,—,—,—,—,—,—,—,8622361,—,895,1200,8DSM-26
roll on roll off with container capacity,247414,Trinidad I,Live,Chile,2016,1993,5'-10'dwt,5387,Single,CA5511,6719,309,Brodogradiliste Sava Shipbuilding,Mitrovica,122.00,112.00,19.04,19.04,12.40,6.17,6.23,Sulzer Mitsubishi,MAN Diesel AS,Navimag Ferries S.A.,Chile,Valparaiso,296,Nisa Navegacion S.A.,Chile,Navimag Ferries S.A.,Chile,Navimag Carga S.A.,Chile,Navimag Ferries S.A.,Chile,—,—,—,—,Navimag Ferries S.A.,Chile,—,—,—,—,8917871,725001523,5401,7243,16V32
Roll On Roll Off,247443,Hogsfjord,Live,Norway,354,1992,-5'dwt,586,Single,LGCO,1183,73,Tronderverftet A/S,Hommelvik,82.20,—,15.00,15.00,4.80,3.40,1.40,General Motors Corporation,Detroit Diesel Corporation,Norled AS,Norway,Stavanger,—,Nanoq Newco AS,Norway,Norled AS,Norway,Norled AS,Norway,Norled AS,Norway,—,—,—,—,Norled AS,Norway,—,—,—,—,9055759,257288400,400,537,12V-92-TA
Roll On Roll Off,24753,Isleno II,Live,Unknown,126,1970,-5'dwt,1144,Single,—,499,111,T. Ruiz de Velasco S.A.,Bilbao,77.00,72.17,13.01,13.01,8.44,2.88,5.56,Caterpillar Incorporated,Caterpillar Incorporated,Interoceanica Limitada Transportes Maritimos,Colombia,—,—,Interoceanica Limitada Transportes Maritimos,Colombia,Interoceanica Limitada Transportes Maritimos,Colombia,Interoceanica Limitada Transportes Maritimos,Colombia,Interoceanica Limitada Transportes Maritimos,Colombia,—,—,—,—,—,—,—,—,—,—,7000695,—,850,1140,D399
Roll On Roll Off,247657,Adri XXXI,Dead,Indonesia,195,1979,-5'dwt,300,Single,—,385,—,—,Indonesia,—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,8340303,—,391,525,UNKNOWN
Roll On Roll Off,250147,Lysingen,Live,Norway,1110,1992,-5'dwt,460,Single,LERV,2490,71,Tronderverftet A/S,Hommelvik,69.24,—,13.70,13.20,5.00,—,—,Caterpillar Incorporated,Caterpillar Incorporated,Torghatten ASA,Norway,Bronnoysund,—,Torghatten ASA,Norway,Torghatten ASA,Norway,T-Finans A/S,Norway,Torghatten Midt AS,Norway,—,—,—,—,Torghatten Midt AS,Norway,—,—,—,—,9030371,257266500,1491,2000,3606TA
Roll On Roll Off,250560,Suki 2,Live,Indonesia,1503,1993,-5'dwt,1065,Single,PLFT,5008,1002,Evergreen Heavy Industry Company,Nagasaki,99.01,90.43,—,15.80,5.80,5.40,0.40,Daihatsu Diesel Manufacturing Company Limited,Daihatsu Diesel Manufacturing Company Limited,P.T. Bukit Merapin Nusantara Lines,Indonesia,Tanjung Priok,—,P.T. Bukit Merapin Nusantara Lines,Indonesia,P.T. Bukit Merapin Nusantara Lines,Indonesia,P.T. Bukit Merapin Nusantara Lines,Indonesia,P.T. Bukit Merapin Nusantara Lines,Indonesia,—,—,—,—,—,—,—,—,—,—,9066722,525022300,3356,4500,6DLM-40
roll on roll off with container capacity,251,Nero,Dead,St. Kitts-Nevis,17083,1976,15'+ dwt,30866,Single,—,40594,887 and 89,Blohm + Voss GmbH,Hamburg,239.26,224.00,30.51,30.50,18.70,12.22,6.48,B&W Diesel A/S,B&W Diesel A/S,Indian Breakers,—,—,1924,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7361233,—,23389,31800,8L90GBE
roll on roll off with container capacity,251067,Aknoul,Live,Bahamas,2042,1993,5'-10'dwt,5305,Single,C6YU5,6809,310,Brodogradiliste Sava Shipbuilding,Mitrovica,122.00,112.00,19.04,19.00,6.55,6.16,0.39,Wartsila Finland oy,MAN Diesel AS,Compagnie Marocaine de Navigation (COMANAV),Morocco,Nassau,296,CMA CGM SA (The French Line),France,Compagnie Marocaine de Navigation (COMANAV),Morocco,Compagnie Marocaine de Navigation (COMANAV),Morocco,CMA Ships UK Limited,United Kingdom,CMA CGM SA (The French Line),France,—,—,CMA Ships SAS,France,—,—,—,—,8917883,311045500,5920,8043,16V32
Roll On Roll Off,251174,Sheila Karoon,Live,Iran,727,1944,-5'dwt,356,Single,EPUB,1281,—,"Charrington, Gardner, Locket (London) Limited",London,68.00,—,11.90,—,4.30,1.90,2.40,—,Unknown Engine Designer,Amwaj Karoon Company Limited,Iran,—,—,Amwaj Karoon Company Limited,Iran,Amwaj Karoon Company Limited,Iran,Amwaj Karoon Company Limited,Iran,Amwaj Karoon Company Limited,Iran,—,—,—,—,—,—,—,—,—,—,5177119,—,283,380,D398TA
Roll On Roll Off,251456,Kalyara,Live,Australia,39,1971,-5'dwt,124,Single,VHQ2001,127,—,Clarence River Slipway & Engineering Company Proprietary Limited,Australia,30.00,—,7.70,—,2.10,1.80,0.30,—,Perkins Engines Company Limited,Torres Strait Co-op,Australia,—,—,Torres Strait Co-op,Australia,Torres Strait Co-op,Australia,Torres Strait Co-op,Australia,Torres Strait Co-op,Australia,—,—,—,—,—,—,—,—,—,—,7124295,—,127,170,C6NFLM
Roll On Roll Off,251512,Hermes I,Live,Greece,1781,1993,-5'dwt,1500,Single,SVCW8,1869,395,Johan Drage AS,Rognan,84.00,—,15.00,15.00,4.00,3.40,0.68,Wartsila Norway AS,Wartsila Norway AS,Unknown Owners,—,Piraeus,—,Unknown Owners,—,Unknown Owners,—,Ionas II Maritime Company,Greece,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,9035175,240581100,2112,2832,8V28B
roll on roll off with container capacity,251773,Spes,Dead,Italy,12558,1993,15'+ dwt,16806,Single,—,33823,656,Flender Werft AG,Lubeck,188.00,178.10,26.80,26.80,16.40,8.75,7.65,Zaklady Urzadzen Technicznych Zgoda,Sulzer Turbomachinery Services,Turkish Breakers,—,Palermo,504,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9030864,—,5760,7831,8ZAL40S
Roll On Roll Off,252006,Maria India,Dead,Panama,—,1993,5'-10'dwt,5271,Single,—,8280,2767,Shin Kurushima Dockyard Company Limited,Onishi,161.52,150.00,26.00,26.00,17.45,6.72,2.88,Diesel United Limited,Semt Pielstick SA,Indian Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,9039602,—,11915,16200,9PC40L570
Roll On Roll Off,252073,Gokceada 1,Live,Turkiye,1715,1993,-5'dwt,457,Single,TCSZ8,3780,47,Slipen Mek Verksted Shipbuilder A/S,Norway,84.00,73.20,15.00,15.00,5.00,4.00,1.00,Ulstein Bergen AS,Rolls-Royce Marine A/S,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Turkiye,Istanbul,—,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Turkiye,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Turkiye,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Turkiye,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Turkiye,—,—,—,—,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Turkiye,—,—,—,—,9052501,271001031,2685,3600,BRM-6
